Spacecraft: FINCHSat

Start Time (UTC)            Stop Time (UTC)               Duration (s)    Occ Body        Type        Event Number  Total Duration (s)
28 Jul 2020 05:15:47.003    28 Jul 2020 05:15:56.566      9.5631528413    Earth           Penumbra    793           2073.6074486
28 Jul 2020 06:14:22.668    28 Jul 2020 06:14:32.117      9.4485443551    Earth           Penumbra    794           2072.6860868
28 Jul 2020 06:14:32.117    28 Jul 2020 06:48:45.776      2053.6595612    Earth           Umbra       794           2072.6860868
28 Jul 2020 06:48:45.776    28 Jul 2020 06:48:55.354      9.5779812662    Earth           Penumbra    794           2072.6860868
28 Jul 2020 07:47:22.230    28 Jul 2020 07:47:31.694      9.4639580464    Earth           Penumbra    795           2071.7669451
28 Jul 2020 07:47:31.694    28 Jul 2020 08:21:44.405      2052.7104348    Earth           Umbra       795           2071.7669451
28 Jul 2020 08:21:44.405    28 Jul 2020 08:21:53.997      9.5925522619    Earth           Penumbra    795           2071.7669451
28 Jul 2020 09:20:21.665    28 Jul 2020 09:20:31.144      9.4790731324    Earth           Penumbra    796           2070.8556090
28 Jul 2020 09:20:31.144    28 Jul 2020 09:54:42.914      2051.7697448    Earth           Umbra       796           2070.8556090
28 Jul 2020 09:54:42.914    28 Jul 2020 09:54:52.521      9.6067910199    Earth           Penumbra    796           2070.8556090
28 Jul 2020 10:53:21.037    28 Jul 2020 10:53:30.531      9.4942215364    Earth           Penumbra    797           2069.9618362
28 Jul 2020 10:53:30.531    28 Jul 2020 11:27:41.378      2050.8465321    Earth           Umbra       797           2069.9618362
28 Jul 2020 11:27:41.378    28 Jul 2020 11:27:50.999      9.6210825839    Earth           Penumbra    797           2069.9618362
28 Jul 2020 12:26:20.405    28 Jul 2020 12:26:29.914      9.5095629338    Earth           Penumbra    798           2069.0831316
28 Jul 2020 12:26:29.914    28 Jul 2020 13:00:39.852      2049.9378130    Earth           Umbra       798           2069.0831316
28 Jul 2020 13:00:39.852    28 Jul 2020 13:00:49.488      9.6357557341    Earth           Penumbra    798           2069.0831316
28 Jul 2020 13:59:19.767    28 Jul 2020 13:59:29.292      9.5248694415    Earth           Penumbra    799           2068.2038946
28 Jul 2020 13:59:29.292    28 Jul 2020 14:33:38.321      2049.0284712    Earth           Umbra       799           2068.2038946
28 Jul 2020 14:33:38.321    28 Jul 2020 14:33:47.971      9.6505539841    Earth           Penumbra    799           2068.2038946
28 Jul 2020 15:32:19.067    28 Jul 2020 15:32:28.607      9.5398644567    Earth           Penumbra    800           2067.3180455
28 Jul 2020 15:32:28.607    28 Jul 2020 16:06:36.720      2048.1132830    Earth           Umbra       800           2067.3180455
28 Jul 2020 16:06:36.720    28 Jul 2020 16:06:46.385      9.6648980398    Earth           Penumbra    800           2067.3180455
28 Jul 2020 17:05:18.260    28 Jul 2020 17:05:27.815      9.5545856981    Earth           Penumbra    801           2066.4395208
28 Jul 2020 17:05:27.815    28 Jul 2020 17:39:35.021      2047.2063084    Earth           Umbra       801           2066.4395208
28 Jul 2020 17:39:35.021    28 Jul 2020 17:39:44.700      9.6786266542    Earth           Penumbra    801           2066.4395208
28 Jul 2020 18:38:17.366    28 Jul 2020 18:38:26.936      9.5693298848    Earth           Penumbra    802           2055.8913649
28 Jul 2020 18:38:26.936    28 Jul 2020 19:12:33.258      2046.3220350    Earth           Umbra       802           2055.8913649
28 Jul 2020 20:11:16.418    28 Jul 2020 20:11:26.003      9.5843660762    Earth           Penumbra    803           2064.7497894
28 Jul 2020 20:11:26.003    28 Jul 2020 20:45:31.462      2045.4593065    Earth           Umbra       803           2064.7497894
28 Jul 2020 20:45:31.462    28 Jul 2020 20:45:41.168      9.7061168868    Earth           Penumbra    803           2064.7497894
28 Jul 2020 21:44:15.413    28 Jul 2020 21:44:25.013      9.5996920718    Earth           Penumbra    804           2063.9290108
28 Jul 2020 21:44:25.013    28 Jul 2020 22:18:29.621      2044.6089298    Earth           Umbra       804           2063.9290108
28 Jul 2020 22:18:29.621    28 Jul 2020 22:18:39.342      9.7203889629    Earth           Penumbra    804           2063.9290108
28 Jul 2020 23:17:14.340    28 Jul 2020 23:17:23.955      9.6149966936    Earth           Penumbra    805           2063.1146035
28 Jul 2020 23:17:23.955    28 Jul 2020 23:51:27.720      2043.7651140    Earth           Umbra       805           2063.1146035
28 Jul 2020 23:51:27.720    28 Jul 2020 23:51:37.454      9.7344928770    Earth           Penumbra    805           2063.1146035
29 Jul 2020 00:50:22.858    29 Jul 2020 01:24:25.783      2042.9248723    Earth           Umbra       806           2052.6728335
29 Jul 2020 01:24:25.783    29 Jul 2020 01:24:35.531      9.7479612334    Earth           Penumbra    806           2052.6728335
29 Jul 2020 02:23:12.115    29 Jul 2020 02:23:21.759      9.6444115159    Earth           Penumbra    807           2061.4918550
29 Jul 2020 02:23:21.759    29 Jul 2020 02:57:23.846      2042.0866108    Earth           Umbra       807           2061.4918550
29 Jul 2020 02:57:23.846    29 Jul 2020 02:57:33.606      9.7608326934    Earth           Penumbra    807           2061.4918550
29 Jul 2020 03:56:10.978    29 Jul 2020 03:56:20.637      9.6587049658    Earth           Penumbra    808           2060.6849377
29 Jul 2020 03:56:20.637    29 Jul 2020 04:30:21.890      2041.2527052    Earth           Umbra       808           2060.6849377
29 Jul 2020 04:30:21.890    29 Jul 2020 04:30:31.663      9.7735275049    Earth           Penumbra    808           2060.6849377
29 Jul 2020 05:29:09.748    29 Jul 2020 05:29:19.421      9.6728686010    Earth           Penumbra    809           2059.8856449
29 Jul 2020 05:29:19.421    29 Jul 2020 06:03:19.847      2040.4265150    Earth           Umbra       809           2059.8856449
29 Jul 2020 06:03:19.847    29 Jul 2020 06:03:29.633      9.7862612922    Earth           Penumbra    809           2059.8856449
29 Jul 2020 07:02:08.365    29 Jul 2020 07:02:18.052      9.6866877400    Earth           Penumbra    810           2059.0941573
29 Jul 2020 07:02:18.052    29 Jul 2020 07:36:17.661      2039.6086696    Earth           Umbra       810           2059.0941573
29 Jul 2020 07:36:17.661    29 Jul 2020 07:36:27.460      9.7987998859    Earth           Penumbra    810           2059.0941573
29 Jul 2020 08:35:06.836    29 Jul 2020 08:35:16.536      9.7000712296    Earth           Penumbra    811           2058.3139726
29 Jul 2020 08:35:16.536    29 Jul 2020 09:09:15.339      2038.8029923    Earth           Umbra       811           2058.3139726
29 Jul 2020 09:09:15.339    29 Jul 2020 09:09:25.150      9.8109091166    Earth           Penumbra    811           2058.3139726
29 Jul 2020 10:08:05.218    29 Jul 2020 10:08:14.932      9.7133129602    Earth           Penumbra    812           2057.5550245
29 Jul 2020 10:08:14.932    29 Jul 2020 10:42:12.951      2038.0188740    Earth           Umbra       812           2057.5550245
29 Jul 2020 10:42:12.951    29 Jul 2020 10:42:22.773      9.8228376126    Earth           Penumbra    812           2057.5550245
29 Jul 2020 11:41:03.582    29 Jul 2020 11:41:13.309      9.7267065081    Earth           Penumbra    813           2056.8194918
29 Jul 2020 11:41:13.309    29 Jul 2020 12:15:10.567      2037.2577576    Earth           Umbra       813           2056.8194918
29 Jul 2020 12:15:10.567    29 Jul 2020 12:15:20.402      9.8350276239    Earth           Penumbra    813           2056.8194918
29 Jul 2020 13:14:01.943    29 Jul 2020 13:14:11.683      9.7401189152    Earth           Penumbra    814           2056.0931457
29 Jul 2020 13:14:11.683    29 Jul 2020 13:48:08.189      2036.5056033    Earth           Umbra       814           2056.0931457
29 Jul 2020 13:48:08.189    29 Jul 2020 13:48:18.036      9.8474235157    Earth           Penumbra    814           2056.0931457
29 Jul 2020 14:47:00.249    29 Jul 2020 14:47:10.002      9.7531871404    Earth           Penumbra    815           2055.3634763
29 Jul 2020 14:47:10.002    29 Jul 2020 15:21:05.753      2035.7508429    Earth           Umbra       815           2055.3634763
29 Jul 2020 15:21:05.753    29 Jul 2020 15:21:15.612      9.8594463081    Earth           Penumbra    815           2055.3634763
29 Jul 2020 16:19:58.444    29 Jul 2020 16:20:08.210      9.7658106009    Earth           Penumbra    816           2054.6387845
29 Jul 2020 16:20:08.210    29 Jul 2020 16:54:03.212      2035.0022548    Earth           Umbra       816           2054.6387845
29 Jul 2020 16:54:03.212    29 Jul 2020 16:54:13.083      9.8707191297    Earth           Penumbra    816           2054.6387845
29 Jul 2020 17:52:56.535    29 Jul 2020 17:53:06.313      9.7782570985    Earth           Penumbra    817           2053.9371730
29 Jul 2020 17:53:06.313    29 Jul 2020 18:27:00.590      2034.2773766    Earth           Umbra       817           2053.9371730
29 Jul 2020 18:27:00.590    29 Jul 2020 18:27:10.472      9.8815393285    Earth           Penumbra    817           2053.9371730
29 Jul 2020 19:25:54.562    29 Jul 2020 19:26:04.353      9.7908670432    Earth           Penumbra    818           2053.2640110
29 Jul 2020 19:26:04.353    29 Jul 2020 19:59:57.934      2033.5806421    Earth           Umbra       818           2053.2640110
29 Jul 2020 19:59:57.934    29 Jul 2020 20:00:07.826      9.8925019149    Earth           Penumbra    818           2053.2640110
29 Jul 2020 20:58:52.534    29 Jul 2020 20:59:02.337      9.8037290736    Earth           Penumbra    819           2052.6109968
29 Jul 2020 20:59:02.337    29 Jul 2020 21:32:55.241      2032.9034621    Earth           Umbra       819           2052.6109968
29 Jul 2020 21:32:55.241    29 Jul 2020 21:33:05.145      9.9038055399    Earth           Penumbra    819           2052.6109968
29 Jul 2020 22:31:50.432    29 Jul 2020 22:32:00.248      9.8165738164    Earth           Penumbra    820           2051.9696429
29 Jul 2020 22:32:00.248    29 Jul 2020 23:05:52.486      2032.2380240    Earth           Umbra       820           2051.9696429
29 Jul 2020 23:05:52.486    29 Jul 2020 23:06:02.401      9.9150450435    Earth           Penumbra    820           2051.9696429
30 Jul 2020 00:04:48.271    30 Jul 2020 00:04:58.100      9.8289964255    Earth           Penumbra    821           2051.3357384
30 Jul 2020 00:04:58.100    30 Jul 2020 00:38:49.681      2031.5810977    Earth           Umbra       821           2051.3357384
30 Jul 2020 00:38:49.681    30 Jul 2020 00:38:59.606      9.9256442743    Earth           Penumbra    821           2051.3357384
30 Jul 2020 01:37:46.090    30 Jul 2020 01:37:55.931      9.8408422549    Earth           Penumbra    822           2050.7073804
30 Jul 2020 01:37:55.931    30 Jul 2020 02:11:46.862      2030.9310858    Earth           Umbra       822           2050.7073804
30 Jul 2020 02:11:46.862    30 Jul 2020 02:11:56.797      9.9354523583    Earth           Penumbra    822           2050.7073804
30 Jul 2020 03:10:43.889    30 Jul 2020 03:10:53.742      9.8523225286    Earth           Penumbra    823           2050.0865539
30 Jul 2020 03:10:53.742    30 Jul 2020 03:44:44.031      2030.2893833    Earth           Umbra       823           2050.0865539
30 Jul 2020 03:44:44.031    30 Jul 2020 03:44:53.976      9.9448480527    Earth           Penumbra    823           2050.0865539
30 Jul 2020 04:43:41.606    30 Jul 2020 04:43:51.470      9.8636340117    Earth           Penumbra    824           2049.4775978
30 Jul 2020 04:43:51.470    30 Jul 2020 05:17:41.130      2029.6597389    Earth           Umbra       824           2049.4775978
30 Jul 2020 05:17:41.130    30 Jul 2020 05:17:51.084      9.9542248878    Earth           Penumbra    824           2049.4775978
30 Jul 2020 06:16:39.172    30 Jul 2020 06:16:49.047      9.8746264586    Earth           Penumbra    825           2048.8818057
30 Jul 2020 06:16:49.047    30 Jul 2020 06:50:38.091      2029.0436815    Earth           Umbra       825           2048.8818057
30 Jul 2020 06:50:38.091    30 Jul 2020 06:50:48.054      9.9634976825    Earth           Penumbra    825           2048.8818057
30 Jul 2020 07:49:36.572    30 Jul 2020 07:49:46.457      9.8851015326    Earth           Penumbra    826           2048.3008713
30 Jul 2020 07:49:46.457    30 Jul 2020 08:23:34.900      2028.4434340    Earth           Umbra       826           2048.3008713
30 Jul 2020 08:23:34.900    30 Jul 2020 08:23:44.873      9.9723357707    Earth           Penumbra    826           2048.3008713
30 Jul 2020 09:22:33.856    30 Jul 2020 09:22:43.751      9.8952484550    Earth           Penumbra    827           2047.7434286
30 Jul 2020 09:22:43.751    30 Jul 2020 09:56:31.619      2027.8673873    Earth           Umbra       827           2047.7434286
30 Jul 2020 09:56:31.619    30 Jul 2020 09:56:41.600      9.9807929015    Earth           Penumbra    827           2047.7434286
30 Jul 2020 10:55:31.101    30 Jul 2020 10:55:41.007      9.9054491264    Earth           Penumbra    828           2047.2156793
30 Jul 2020 10:55:41.007    30 Jul 2020 11:29:28.328      2027.3209088    Earth           Umbra       828           2047.2156793
30 Jul 2020 11:29:28.328    30 Jul 2020 11:29:38.317      9.9893213832    Earth           Penumbra    828           2047.2156793
30 Jul 2020 12:28:28.342    30 Jul 2020 12:28:38.257      9.9157195771    Earth           Penumbra    829           2046.7072695
30 Jul 2020 12:28:38.257    30 Jul 2020 13:02:25.051      2026.7934681    Earth           Umbra       829           2046.7072695
30 Jul 2020 13:02:25.051    30 Jul 2020 13:02:35.049      9.9980818341    Earth           Penumbra    829           2046.7072695
30 Jul 2020 14:01:25.534    30 Jul 2020 14:01:35.460      9.9256738205    Earth           Penumbra    830           2046.2012643
30 Jul 2020 14:01:35.460    30 Jul 2020 14:35:21.729      2026.2689873    Earth           Umbra       830           2046.2012643
30 Jul 2020 14:35:21.729    30 Jul 2020 14:35:31.736      10.006603086    Earth           Penumbra    830           2046.2012643
30 Jul 2020 15:34:22.614    30 Jul 2020 15:34:32.549      9.9350559991    Earth           Penumbra    831           2045.6980376
30 Jul 2020 15:34:32.549    30 Jul 2020 16:08:18.298      2025.7486384    Earth           Umbra       831           2045.6980376
30 Jul 2020 16:08:18.298    30 Jul 2020 16:08:28.312      10.014343250    Earth           Penumbra    831           2045.6980376
30 Jul 2020 17:07:19.573    30 Jul 2020 17:07:29.517      9.9440525053    Earth           Penumbra    832           2045.2152802
30 Jul 2020 17:07:29.517    30 Jul 2020 17:41:14.767      2025.2498471    Earth           Umbra       832           2045.2152802
30 Jul 2020 17:41:14.767    30 Jul 2020 17:41:24.788      10.021380591    Earth           Penumbra    832           2045.2152802
30 Jul 2020 18:40:16.453    30 Jul 2020 18:40:26.406      9.9530590698    Earth           Penumbra    833           2044.7646566
30 Jul 2020 18:40:26.406    30 Jul 2020 19:14:11.189      2024.7833028    Earth           Umbra       833           2044.7646566
30 Jul 2020 19:14:11.189    30 Jul 2020 19:14:21.218      10.028294718    Earth           Penumbra    833           2044.7646566
30 Jul 2020 20:13:13.275    30 Jul 2020 20:13:23.238      9.9622561131    Earth           Penumbra    834           2044.3413807
30 Jul 2020 20:13:23.238    30 Jul 2020 20:47:07.581      2024.3436533    Earth           Umbra       834           2044.3413807
30 Jul 2020 20:47:07.581    30 Jul 2020 20:47:17.617      10.035471304    Earth           Penumbra    834           2044.3413807
30 Jul 2020 21:46:10.022    30 Jul 2020 21:46:19.993      9.9714446696    Earth           Penumbra    835           2043.9355387
30 Jul 2020 21:46:19.993    30 Jul 2020 22:20:03.914      2023.9214141    Earth           Umbra       835           2043.9355387
30 Jul 2020 22:20:03.914    30 Jul 2020 22:20:13.957      10.042679950    Earth           Penumbra    835           2043.9355387
30 Jul 2020 23:19:06.690    30 Jul 2020 23:19:16.670      9.9801985198    Earth           Penumbra    836           2043.5412948
30 Jul 2020 23:19:16.670    30 Jul 2020 23:53:00.182      2023.5117634    Earth           Umbra       836           2043.5412948
30 Jul 2020 23:53:00.182    30 Jul 2020 23:53:10.231      10.049332876    Earth           Penumbra    836           2043.5412948
31 Jul 2020 00:52:03.317    31 Jul 2020 00:52:13.305      9.9882715498    Earth           Penumbra    837           2043.1560497
31 Jul 2020 00:52:13.305    31 Jul 2020 01:25:56.418      2023.1126841    Earth           Umbra       837           2043.1560497
31 Jul 2020 01:25:56.418    31 Jul 2020 01:26:06.473      10.055094073    Earth           Penumbra    837           2043.1560497
31 Jul 2020 02:24:59.919    31 Jul 2020 02:25:09.915      9.9958180916    Earth           Penumbra    838           2042.7807635
31 Jul 2020 02:25:09.915    31 Jul 2020 02:58:52.639      2022.7247364    Earth           Umbra       838           2042.7807635
31 Jul 2020 02:58:52.639    31 Jul 2020 02:59:02.700      10.060209024    Earth           Penumbra    838           2042.7807635
31 Jul 2020 03:57:56.450    31 Jul 2020 03:58:06.453      10.003120720    Earth           Penumbra    839           2042.4201275
31 Jul 2020 03:58:06.453    31 Jul 2020 04:31:48.805      2022.3518321    Earth           Umbra       839           2042.4201275
31 Jul 2020 04:31:48.805    31 Jul 2020 04:31:58.870      10.065174673    Earth           Penumbra    839           2042.4201275
31 Jul 2020 05:30:52.835    31 Jul 2020 05:31:02.845      10.010147688    Earth           Penumbra    840           2042.0770030
31 Jul 2020 05:31:02.845    31 Jul 2020 06:04:44.841      2021.9967401    Earth           Umbra       840           2042.0770030
31 Jul 2020 06:04:44.841    31 Jul 2020 06:04:54.912      10.070115176    Earth           Penumbra    840           2042.0770030
31 Jul 2020 07:03:49.039    31 Jul 2020 07:03:59.055      10.016649426    Earth           Penumbra    841           2041.7519381
31 Jul 2020 07:03:59.055    31 Jul 2020 07:37:40.716      2021.6605731    Earth           Umbra       841           2041.7519381
31 Jul 2020 07:37:40.716    31 Jul 2020 07:37:50.791      10.074715584    Earth           Penumbra    841           2041.7519381
31 Jul 2020 08:36:45.099    31 Jul 2020 08:36:55.121      10.022674024    Earth           Penumbra    842           2041.4509851
31 Jul 2020 08:36:55.121    31 Jul 2020 09:10:36.471      2021.3494833    Earth           Umbra       842           2041.4509851
31 Jul 2020 09:10:36.471    31 Jul 2020 09:10:46.549      10.078827851    Earth           Penumbra    842           2041.4509851
31 Jul 2020 10:09:41.094    31 Jul 2020 10:09:51.122      10.028616898    Earth           Penumbra    843           2041.1827602
31 Jul 2020 10:09:51.122    31 Jul 2020 10:43:32.194      2021.0713409    Earth           Umbra       843           2041.1827602
31 Jul 2020 10:43:32.194    31 Jul 2020 10:43:42.276      10.082802444    Earth           Penumbra    843           2041.1827602
31 Jul 2020 11:42:37.077    31 Jul 2020 11:42:47.111      10.034655640    Earth           Penumbra    844           2040.9424886
31 Jul 2020 11:42:47.111    31 Jul 2020 12:16:27.932      2020.8208667    Earth           Umbra       844           2040.9424886
31 Jul 2020 12:16:27.932    31 Jul 2020 12:16:38.019      10.086966259    Earth           Penumbra    844           2040.9424886
31 Jul 2020 13:15:33.020    31 Jul 2020 13:15:43.061      10.040464299    Earth           Penumbra    845           2040.7120027
31 Jul 2020 13:15:43.061    31 Jul 2020 13:49:23.641      2020.5804989    Earth           Umbra       845           2040.7120027
31 Jul 2020 13:49:23.641    31 Jul 2020 13:49:33.732      10.091039550    Earth           Penumbra    845           2040.7120027
31 Jul 2020 14:48:28.853    31 Jul 2020 14:48:38.898      10.045652487    Earth           Penumbra    846           2040.4830758
31 Jul 2020 14:48:38.898    31 Jul 2020 15:22:19.241      2020.3430067    Earth           Umbra       846           2040.4830758
31 Jul 2020 15:22:19.241    31 Jul 2020 15:22:29.336      10.094416619    Earth           Penumbra    846           2040.4830758
31 Jul 2020 16:21:24.547    31 Jul 2020 16:21:34.598      10.050274583    Earth           Penumbra    847           2040.2690598
31 Jul 2020 16:21:34.598    31 Jul 2020 16:55:14.720      2020.1218461    Earth           Umbra       847           2040.2690598
31 Jul 2020 16:55:14.720    31 Jul 2020 16:55:24.816      10.096939048    Earth           Penumbra    847           2040.2690598
31 Jul 2020 17:54:20.144    31 Jul 2020 17:54:30.199      10.054739204    Earth           Penumbra    848           2040.0865522
31 Jul 2020 17:54:30.199    31 Jul 2020 18:28:10.131      2019.9327381    Earth           Umbra       848           2040.0865522
31 Jul 2020 18:28:10.131    31 Jul 2020 18:28:20.231      10.099074862    Earth           Penumbra    848           2040.0865522
31 Jul 2020 19:27:15.677    31 Jul 2020 19:27:25.737      10.059330182    Earth           Penumbra    849           2039.9366967
31 Jul 2020 19:27:25.737    31 Jul 2020 20:01:05.513      2019.7760351    Earth           Umbra       849           2039.9366967
31 Jul 2020 20:01:05.513    31 Jul 2020 20:01:15.614      10.101331375    Earth           Penumbra    849           2039.9366967
31 Jul 2020 21:00:11.134    31 Jul 2020 21:00:21.198      10.063926189    Earth           Penumbra    850           2039.8099786
31 Jul 2020 21:00:21.198    31 Jul 2020 21:34:00.840      2019.6423703    Earth           Umbra       850           2039.8099786
31 Jul 2020 21:34:00.840    31 Jul 2020 21:34:10.944      10.103682184    Earth           Penumbra    850           2039.8099786
31 Jul 2020 22:33:06.499    31 Jul 2020 22:33:16.567      10.068115464    Earth           Penumbra    851           2039.6983490
31 Jul 2020 22:33:16.567    31 Jul 2020 23:06:56.092      2019.5246101    Earth           Umbra       851           2039.6983490
31 Jul 2020 23:06:56.092    31 Jul 2020 23:07:06.197      10.105623433    Earth           Penumbra    851           2039.6983490
01 Aug 2020 00:06:01.798    01 Aug 2020 00:06:11.870      10.071575828    Earth           Penumbra    852           2039.5975835
01 Aug 2020 00:06:11.870    01 Aug 2020 00:39:51.289      2019.4193093    Earth           Umbra       852           2039.5975835
01 Aug 2020 00:39:51.289    01 Aug 2020 00:40:01.396      10.106698412    Earth           Penumbra    852           2039.5975835
01 Aug 2020 01:38:57.061    01 Aug 2020 01:39:07.135      10.074383661    Earth           Penumbra    853           2039.5072271
01 Aug 2020 01:39:07.135    01 Aug 2020 02:12:46.461      2019.3258766    Earth           Umbra       853           2039.5072271
01 Aug 2020 02:12:46.461    01 Aug 2020 02:12:56.568      10.106966842    Earth           Penumbra    853           2039.5072271
01 Aug 2020 03:11:52.260    01 Aug 2020 03:12:02.337      10.076860827    Earth           Penumbra    854           2039.4319101
01 Aug 2020 03:12:02.337    01 Aug 2020 03:45:41.585      2019.2481355    Earth           Umbra       854           2039.4319101
01 Aug 2020 03:45:41.585    01 Aug 2020 03:45:51.692      10.106913722    Earth           Penumbra    854           2039.4319101
01 Aug 2020 04:44:47.324    01 Aug 2020 04:44:57.403      10.079107911    Earth           Penumbra    855           2039.3765141
01 Aug 2020 04:44:57.403    01 Aug 2020 05:18:36.593      2019.1905402    Earth           Umbra       855           2039.3765141
01 Aug 2020 05:18:36.593    01 Aug 2020 05:18:46.700      10.106865945    Earth           Penumbra    855           2039.3765141
01 Aug 2020 06:17:42.199    01 Aug 2020 06:17:52.280      10.080896714    Earth           Penumbra    856           2039.3416165
01 Aug 2020 06:17:52.280    01 Aug 2020 06:51:31.434      2019.1540818    Earth           Umbra       856           2039.3416165
01 Aug 2020 06:51:31.434    01 Aug 2020 06:51:41.540      10.106638062    Earth           Penumbra    856           2039.3416165
01 Aug 2020 07:50:36.902    01 Aug 2020 07:50:46.984      10.082138912    Earth           Penumbra    857           2039.3300064
01 Aug 2020 07:50:46.984    01 Aug 2020 08:24:26.126      2019.1419207    Earth           Umbra       857           2039.3300064
01 Aug 2020 08:24:26.126    01 Aug 2020 08:24:36.232      10.105946870    Earth           Penumbra    857           2039.3300064
01 Aug 2020 09:23:31.511    01 Aug 2020 09:23:41.594      10.083162342    Earth           Penumbra    858           2039.3503619
01 Aug 2020 09:23:41.594    01 Aug 2020 09:57:20.756      2019.1622459    Earth           Umbra       858           2039.3503619
01 Aug 2020 09:57:20.756    01 Aug 2020 09:57:30.861      10.104953614    Earth           Penumbra    858           2039.3503619
01 Aug 2020 10:56:26.095    01 Aug 2020 10:56:36.180      10.084278497    Earth           Penumbra    859           2039.4038273
01 Aug 2020 10:56:36.180    01 Aug 2020 11:30:15.395      2019.2154964    Earth           Umbra       859           2039.4038273
01 Aug 2020 11:30:15.395    01 Aug 2020 11:30:25.499      10.104052455    Earth           Penumbra    859           2039.4038273
01 Aug 2020 12:29:20.647    01 Aug 2020 12:29:30.733      10.085287155    Earth           Penumbra    860           2039.4746644
01 Aug 2020 12:29:30.733    01 Aug 2020 13:03:10.019      2019.2861891    Earth           Umbra       860           2039.4746644
01 Aug 2020 13:03:10.019    01 Aug 2020 13:03:20.122      10.103188071    Earth           Penumbra    860           2039.4746644
01 Aug 2020 14:02:15.095    01 Aug 2020 14:02:25.180      10.085723118    Earth           Penumbra    861           2039.5474439
01 Aug 2020 14:02:25.180    01 Aug 2020 14:36:04.540      2019.3599173    Earth           Umbra       861           2039.5474439
01 Aug 2020 14:36:04.540    01 Aug 2020 14:36:14.642      10.101803485    Earth           Penumbra    861           2039.5474439
01 Aug 2020 15:35:09.392    01 Aug 2020 15:35:19.477      10.085477633    Earth           Penumbra    862           2039.6277461
01 Aug 2020 15:35:19.477    01 Aug 2020 16:08:58.920      2019.4427234    Earth           Umbra       862           2039.6277461
01 Aug 2020 16:08:58.920    01 Aug 2020 16:09:09.020      10.099545086    Earth           Penumbra    862           2039.6277461
01 Aug 2020 17:08:03.569    01 Aug 2020 17:08:13.654      10.084915941    Earth           Penumbra    863           2039.7339148
01 Aug 2020 17:08:13.654    01 Aug 2020 17:41:53.206      2019.5523008    Earth           Umbra       863           2039.7339148
01 Aug 2020 17:41:53.206    01 Aug 2020 17:42:03.303      10.096697963    Earth           Penumbra    863           2039.7339148
01 Aug 2020 18:40:57.673    01 Aug 2020 18:41:07.757      10.084418685    Earth           Penumbra    864           2039.8741348
01 Aug 2020 18:41:07.757    01 Aug 2020 19:14:47.453      2019.6959152    Earth           Umbra       864           2039.8741348
01 Aug 2020 19:14:47.453    01 Aug 2020 19:14:57.547      10.093800863    Earth           Penumbra    864           2039.8741348
01 Aug 2020 20:13:51.701    01 Aug 2020 20:14:01.785      10.083964805    Earth           Penumbra    865           2040.0419406
01 Aug 2020 20:14:01.785    01 Aug 2020 20:47:41.652      2019.8669623    Earth           Umbra       865           2040.0419406
01 Aug 2020 20:47:41.652    01 Aug 2020 20:47:51.743      10.091013461    Earth           Penumbra    865           2040.0419406
01 Aug 2020 21:46:45.629    01 Aug 2020 21:46:55.712      10.083169572    Earth           Penumbra    866           2040.2276995
01 Aug 2020 21:46:55.712    01 Aug 2020 22:20:35.768      2020.0565525    Earth           Umbra       866           2040.2276995
01 Aug 2020 22:20:35.768    01 Aug 2020 22:20:45.856      10.087977431    Earth           Penumbra    866           2040.2276995
01 Aug 2020 23:19:39.468    01 Aug 2020 23:19:49.549      10.081661458    Earth           Penumbra    867           2040.4248415
01 Aug 2020 23:19:49.549    01 Aug 2020 23:53:29.808      2020.2589673    Earth           Umbra       867           2040.4248415
01 Aug 2020 23:53:29.808    01 Aug 2020 23:53:39.893      10.084212804    Earth           Penumbra    867           2040.4248415
02 Aug 2020 00:52:33.254    02 Aug 2020 00:52:43.333      10.079428519    Earth           Penumbra    868           2040.6307220
02 Aug 2020 00:52:43.333    02 Aug 2020 01:26:23.805      2020.4716877    Earth           Umbra       868           2040.6307220
02 Aug 2020 01:26:23.805    02 Aug 2020 01:26:33.884      10.079605796    Earth           Penumbra    868           2040.6307220
02 Aug 2020 02:25:26.980    02 Aug 2020 02:25:37.057      10.076794191    Earth           Penumbra    869           2040.8490808
02 Aug 2020 02:25:37.057    02 Aug 2020 02:59:17.754      2020.6977586    Earth           Umbra       869           2040.8490808
02 Aug 2020 02:59:17.754    02 Aug 2020 02:59:27.829      10.074527934    Earth           Penumbra    869           2040.8490808
02 Aug 2020 03:58:20.584    02 Aug 2020 03:58:30.658      10.073972528    Earth           Penumbra    870           2041.0869067
02 Aug 2020 03:58:30.658    02 Aug 2020 04:32:11.601      2020.9435124    Earth           Umbra       870           2041.0869067
02 Aug 2020 04:32:11.601    02 Aug 2020 04:32:21.671      10.069421784    Earth           Penumbra    870           2041.0869067
02 Aug 2020 05:31:13.999    02 Aug 2020 05:31:24.070      10.070810770    Earth           Penumbra    871           2041.3464447
02 Aug 2020 05:31:24.070    02 Aug 2020 06:05:05.281      2021.2113349    Earth           Umbra       871           2041.3464447
02 Aug 2020 06:05:05.281    02 Aug 2020 06:05:15.346      10.064298974    Earth           Penumbra    871           2041.3464447
02 Aug 2020 07:04:07.221    02 Aug 2020 07:04:17.288      10.067127866    Earth           Penumbra    872           2041.6276243
