Target: FINCH

Observer: NapaneeImaging
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
24 Apr 2025 02:50:09.175    24 Apr 2025 02:57:23.267      434.09183049    
24 Apr 2025 04:26:20.402    24 Apr 2025 04:29:46.064      205.66119778    
24 Apr 2025 15:53:54.770    24 Apr 2025 16:01:38.959      464.18993091    
24 Apr 2025 17:29:32.001    24 Apr 2025 17:33:09.954      217.95312812    
25 Apr 2025 02:35:21.758    25 Apr 2025 02:42:04.891      403.13268973    
25 Apr 2025 04:10:04.749    25 Apr 2025 04:15:32.371      327.62199459    
25 Apr 2025 15:38:57.449    25 Apr 2025 15:46:16.172      438.72325307    
25 Apr 2025 17:13:39.562    25 Apr 2025 17:19:05.928      326.36551283    
26 Apr 2025 02:20:44.916    26 Apr 2025 02:26:37.052      352.13666812    
26 Apr 2025 03:54:16.892    26 Apr 2025 04:00:51.974      395.08218365    
26 Apr 2025 15:24:07.322    26 Apr 2025 15:30:39.573      392.25084591    
26 Apr 2025 16:58:04.923    26 Apr 2025 17:04:37.266      392.34292069    
27 Apr 2025 02:06:23.758    27 Apr 2025 02:10:54.752      270.99313979    
27 Apr 2025 03:38:43.348    27 Apr 2025 03:45:58.292      434.94390260    
27 Apr 2025 15:09:29.525    27 Apr 2025 15:14:43.949      314.42443585    
27 Apr 2025 16:42:38.686    27 Apr 2025 16:49:53.447      434.76020156    
28 Apr 2025 01:52:44.699    28 Apr 2025 01:54:31.702      107.00292871    
28 Apr 2025 03:23:20.133    28 Apr 2025 03:30:55.282      455.14867790    
28 Apr 2025 14:55:24.982    28 Apr 2025 14:58:08.252      163.27006782    
28 Apr 2025 16:27:17.977    28 Apr 2025 16:34:57.410      459.43265625    
29 Apr 2025 03:08:05.658    29 Apr 2025 03:15:44.537      458.87833480    
29 Apr 2025 16:12:01.765    29 Apr 2025 16:19:50.233      468.46838443    
30 Apr 2025 02:52:59.453    30 Apr 2025 03:00:26.565      447.11241780    
30 Apr 2025 04:29:27.253    30 Apr 2025 04:32:35.849      188.59648666    
30 Apr 2025 15:56:49.954    30 Apr 2025 16:04:32.036      462.08193151    
30 Apr 2025 17:32:42.971    30 Apr 2025 17:35:42.087      179.11519473    
01 May 2025 02:38:01.901    01 May 2025 02:45:01.050      419.14975044    
01 May 2025 04:12:56.470    01 May 2025 04:18:19.703      323.23294238    
01 May 2025 15:41:43.257    01 May 2025 15:49:02.102      438.84534304    
01 May 2025 17:16:33.736    01 May 2025 17:21:38.565      304.82866180    
02 May 2025 02:23:14.512    02 May 2025 02:29:26.571      372.05878836    
02 May 2025 03:56:57.421    02 May 2025 04:03:33.036      395.61463273    
02 May 2025 15:26:43.578    02 May 2025 15:33:18.496      394.91803497    
02 May 2025 17:00:47.830    02 May 2025 17:07:04.799      376.96896843    
03 May 2025 02:08:41.344    03 May 2025 02:13:39.182      297.83777548    
03 May 2025 03:41:13.667    03 May 2025 03:48:32.213      438.54619616    
03 May 2025 15:11:55.646    03 May 2025 15:17:16.415      320.76960769    
03 May 2025 16:45:11.595    03 May 2025 16:52:14.539      422.94430370    
04 May 2025 01:54:38.280    04 May 2025 01:57:23.125      164.84477356    
04 May 2025 03:25:40.705    04 May 2025 03:33:21.704      460.99887091    
04 May 2025 14:57:37.378    04 May 2025 15:00:37.830      180.45274249    
04 May 2025 16:29:41.412    04 May 2025 16:37:11.474      450.06190517    
05 May 2025 03:10:16.747    05 May 2025 03:18:03.295      466.54766933    
05 May 2025 16:14:15.998    05 May 2025 16:21:56.941      460.94329858    
06 May 2025 02:55:01.203    06 May 2025 03:02:37.606      456.40307916    
06 May 2025 04:31:40.841    06 May 2025 04:34:36.922      176.08058819    
06 May 2025 15:58:55.142    06 May 2025 16:06:31.182      456.04003170    
06 May 2025 17:35:05.689    06 May 2025 17:37:20.067      134.37772868    
07 May 2025 02:39:54.344    07 May 2025 02:47:04.424      430.07956473    
07 May 2025 04:14:56.556    07 May 2025 04:20:16.991      320.43488655    
07 May 2025 15:43:39.489    07 May 2025 15:50:53.546      434.05670444    
07 May 2025 17:18:36.746    07 May 2025 17:23:19.785      283.03876792    
08 May 2025 02:24:57.505    08 May 2025 02:31:22.495      384.99066727    
08 May 2025 03:58:47.252    08 May 2025 04:05:23.397      396.14478161    
08 May 2025 15:28:30.899    08 May 2025 15:35:02.140      391.24160840    
08 May 2025 17:02:39.571    08 May 2025 17:08:40.744      361.17239976    
09 May 2025 02:10:14.256    09 May 2025 02:15:28.350      314.09377134    
09 May 2025 03:42:53.999    09 May 2025 03:50:14.980      440.98071198    
09 May 2025 15:13:34.058    09 May 2025 15:18:52.202      318.14371983    
09 May 2025 16:46:53.477    09 May 2025 16:53:43.718      410.24078429    
10 May 2025 01:55:57.229    10 May 2025 01:59:09.473      192.24364929    
10 May 2025 03:27:11.906    10 May 2025 03:34:56.580      464.67462326    
10 May 2025 14:59:06.822    10 May 2025 15:02:05.759      178.93644394    
10 May 2025 16:31:13.982    10 May 2025 16:38:33.263      439.28082744    
11 May 2025 03:11:39.045    11 May 2025 03:19:30.115      471.06983444    
11 May 2025 16:15:39.542    11 May 2025 16:23:10.976      451.43382617    
12 May 2025 02:56:14.755    12 May 2025 03:03:56.266      461.51091708    
12 May 2025 04:33:01.345    12 May 2025 04:35:49.308      167.96297135    
12 May 2025 16:00:09.848    12 May 2025 16:07:37.193      447.34549841    
12 May 2025 17:36:42.280    12 May 2025 17:38:02.001      79.720617807    
13 May 2025 02:40:59.257    13 May 2025 02:48:14.861      435.60406108    
13 May 2025 04:16:05.323    13 May 2025 04:21:23.952      318.62953054    
13 May 2025 15:44:45.523    13 May 2025 15:51:51.287      425.76402443    
13 May 2025 17:19:47.706    13 May 2025 17:24:10.574      262.86719312    
14 May 2025 02:25:53.831    14 May 2025 02:32:24.695      390.86422065    
14 May 2025 03:59:46.569    14 May 2025 04:06:22.710      396.14118892    
14 May 2025 15:29:28.480    14 May 2025 15:35:51.308      382.82764497    
14 May 2025 17:03:39.352    14 May 2025 17:09:25.841      346.48892448    
15 May 2025 02:11:01.934    15 May 2025 02:16:22.409      320.47504142    
15 May 2025 03:43:44.392    15 May 2025 03:51:06.170      441.77775019    
15 May 2025 15:14:23.678    15 May 2025 15:19:32.223      308.54484468    
15 May 2025 16:47:43.529    15 May 2025 16:54:21.582      398.05223235    
16 May 2025 01:56:35.520    16 May 2025 01:59:56.162      200.64163482    
16 May 2025 03:27:53.656    16 May 2025 03:35:39.414      465.75781933    
16 May 2025 14:59:51.328    16 May 2025 15:02:33.699      162.37093991    
16 May 2025 16:31:54.836    16 May 2025 16:39:03.275      428.43947009    
17 May 2025 03:12:12.353    17 May 2025 03:20:04.431      472.07854075    
17 May 2025 16:16:11.488    17 May 2025 16:23:32.761      441.27318801    
18 May 2025 02:56:39.794    18 May 2025 03:04:21.928      462.13392246    
18 May 2025 04:33:28.134    18 May 2025 04:36:12.670      164.53639946    
18 May 2025 16:00:33.110    18 May 2025 16:07:50.444      437.33412047    
19 May 2025 02:41:16.211    19 May 2025 02:48:31.725      435.51420257    
19 May 2025 04:16:22.351    19 May 2025 04:21:39.912      317.56070650    
19 May 2025 15:45:00.353    19 May 2025 15:51:55.673      415.32018335    
19 May 2025 17:20:04.926    19 May 2025 17:24:11.896      246.97073093    
20 May 2025 02:26:02.937    20 May 2025 02:32:32.562      389.62482917    
20 May 2025 03:59:54.903    20 May 2025 04:06:30.254      395.35175288    
20 May 2025 15:29:35.287    20 May 2025 15:35:46.345      371.05817803    
20 May 2025 17:03:45.847    20 May 2025 17:09:20.661      334.81476386    
21 May 2025 02:11:03.624    21 May 2025 02:16:20.887      317.26337357    
21 May 2025 03:43:44.329    21 May 2025 03:51:05.056      440.72680286    
21 May 2025 15:14:23.474    21 May 2025 15:19:16.823      293.34877756    
21 May 2025 16:47:40.577    21 May 2025 16:54:08.555      387.97799328    
22 May 2025 01:56:31.393    22 May 2025 01:59:43.697      192.30429099    
22 May 2025 03:27:45.397    22 May 2025 03:35:29.494      464.09739124    
22 May 2025 14:59:51.271    22 May 2025 15:02:00.627      129.35548488    
22 May 2025 16:31:42.898    22 May 2025 16:38:41.876      418.97863043    
23 May 2025 03:11:56.082    23 May 2025 03:19:45.576      469.49474617    
23 May 2025 16:15:50.846    23 May 2025 16:23:02.649      431.80275714    
24 May 2025 02:56:15.716    24 May 2025 03:03:53.987      458.27172033    
24 May 2025 04:33:00.472    24 May 2025 04:35:46.479      166.00700039    
24 May 2025 16:00:04.022    24 May 2025 16:07:11.302      427.28015356    
25 May 2025 02:40:44.595    25 May 2025 02:47:54.480      429.88431301    
25 May 2025 04:15:47.035    25 May 2025 04:21:04.288      317.25268507    
25 May 2025 15:44:23.153    25 May 2025 15:51:07.105      403.95133251    
25 May 2025 17:19:26.669    25 May 2025 17:23:24.977      238.30793153    
26 May 2025 02:25:24.228    26 May 2025 02:31:45.620      381.39237942    
26 May 2025 03:59:11.665    26 May 2025 04:05:45.527      393.86135191    
26 May 2025 15:28:50.575    26 May 2025 15:34:47.680      357.10476473    
26 May 2025 17:02:57.949    26 May 2025 17:08:25.925      327.97676283    


Number of events : 1260


Observer: TorontoImaging
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
01 Jun 2024 03:21:41.075    01 Jun 2024 03:23:01.632      80.556844978    
01 Jun 2024 16:29:21.448    01 Jun 2024 16:30:15.763      54.315356479    
02 Jun 2024 03:12:52.827    02 Jun 2024 03:14:13.280      80.452715338    
02 Jun 2024 16:20:16.090    02 Jun 2024 16:21:47.220      91.130160377    
03 Jun 2024 03:04:23.748    03 Jun 2024 03:05:05.472      41.724575660    
03 Jun 2024 16:11:26.389    03 Jun 2024 16:13:00.185      93.796005717    
04 Jun 2024 16:02:50.840    04 Jun 2024 16:03:56.177      65.337037481    
11 Jun 2024 03:27:34.475    11 Jun 2024 03:28:41.565      67.089606682    
12 Jun 2024 03:18:27.708    12 Jun 2024 03:19:56.243      88.534076780    
12 Jun 2024 16:26:07.849    12 Jun 2024 16:27:21.294      73.445183504    
13 Jun 2024 03:09:36.578    13 Jun 2024 03:10:55.209      78.631038498    
13 Jun 2024 16:17:01.195    13 Jun 2024 16:18:36.962      95.766911656    
14 Jun 2024 16:08:07.860    14 Jun 2024 16:09:36.544      88.683045306    
15 Jun 2024 15:59:35.747    15 Jun 2024 16:00:12.141      36.394083174    
21 Jun 2024 03:32:25.565    21 Jun 2024 03:33:02.238      36.672660545    
22 Jun 2024 03:22:57.357    22 Jun 2024 03:24:24.234      86.877068505    
22 Jun 2024 16:30:56.501    22 Jun 2024 16:31:29.444      32.943318598    
23 Jun 2024 03:13:51.617    23 Jun 2024 03:15:23.768      92.150603444    
23 Jun 2024 16:21:27.388    23 Jun 2024 16:22:53.666      86.277803499    
24 Jun 2024 03:05:01.909    24 Jun 2024 03:06:07.279      65.369411325    
24 Jun 2024 16:12:20.088    24 Jun 2024 16:13:53.261      93.172601145    
25 Jun 2024 16:03:27.290    25 Jun 2024 16:04:35.535      68.244964338    
02 Jul 2024 03:26:22.104    02 Jul 2024 03:27:41.311      79.206427652    
03 Jul 2024 03:17:03.391    03 Jul 2024 03:18:39.619      96.228339826    
03 Jul 2024 16:24:42.764    03 Jul 2024 16:25:52.983      70.218968857    
04 Jul 2024 03:07:59.871    04 Jul 2024 03:09:22.704      82.833031146    
04 Jul 2024 16:15:21.977    04 Jul 2024 16:16:51.474      89.497706573    
05 Jul 2024 16:06:16.027    05 Jul 2024 16:07:32.210      76.183255180    
12 Jul 2024 03:28:37.060    12 Jul 2024 03:29:45.259      68.199337134    
13 Jul 2024 03:19:05.864    13 Jul 2024 03:20:40.751      94.887614914    
13 Jul 2024 16:26:41.662    13 Jul 2024 16:27:34.172      52.509660996    
14 Jul 2024 03:09:51.257    14 Jul 2024 03:11:19.510      88.252505811    
14 Jul 2024 16:17:07.204    14 Jul 2024 16:18:30.622      83.418552135    
15 Jul 2024 03:01:00.479    15 Jul 2024 03:01:34.291      33.812013594    
15 Jul 2024 16:07:50.211    15 Jul 2024 16:09:06.574      76.362932276    
22 Jul 2024 03:29:33.186    22 Jul 2024 03:30:31.046      57.859441498    
23 Jul 2024 03:19:50.469    23 Jul 2024 03:21:21.465      90.995950811    
23 Jul 2024 16:27:15.626    23 Jul 2024 16:27:56.847      41.221740365    
24 Jul 2024 03:10:26.357    24 Jul 2024 03:11:53.024      86.666470673    
24 Jul 2024 16:17:29.279    24 Jul 2024 16:18:48.530      79.250495508    
25 Jul 2024 03:01:26.008    25 Jul 2024 03:02:00.564      34.556153091    
25 Jul 2024 16:08:03.109    25 Jul 2024 16:09:16.901      73.792313423    
01 Aug 2024 03:29:00.643    01 Aug 2024 03:29:54.758      54.114221921    
02 Aug 2024 03:19:09.296    02 Aug 2024 03:20:36.293      86.997195217    
02 Aug 2024 16:26:16.977    02 Aug 2024 16:27:02.434      45.456160605    
03 Aug 2024 03:09:37.671    03 Aug 2024 03:10:57.829      80.158104119    
03 Aug 2024 16:16:24.249    03 Aug 2024 16:17:43.386      79.137427197    
04 Aug 2024 16:06:51.398    04 Aug 2024 16:08:01.292      69.893384411    
11 Aug 2024 03:26:54.177    11 Aug 2024 03:27:53.941      59.764148213    
12 Aug 2024 03:16:58.391    12 Aug 2024 03:18:22.222      83.831463545    
12 Aug 2024 16:23:47.510    12 Aug 2024 16:24:48.431      60.920691804    
13 Aug 2024 03:07:22.355    13 Aug 2024 03:08:30.512      68.156765762    
13 Aug 2024 16:13:52.563    13 Aug 2024 16:15:14.464      81.900155183    
14 Aug 2024 16:04:16.278    14 Aug 2024 16:05:18.663      62.384230248    
21 Aug 2024 03:23:15.555    21 Aug 2024 03:24:25.862      70.307517587    
22 Aug 2024 03:13:18.540    22 Aug 2024 03:14:38.182      79.642311553    
22 Aug 2024 16:19:53.576    22 Aug 2024 16:21:11.383      77.806745167    
23 Aug 2024 03:03:44.449    23 Aug 2024 03:04:27.403      42.953863903    
23 Aug 2024 16:09:57.906    23 Aug 2024 16:11:21.173      83.267231856    
24 Aug 2024 16:00:24.473    24 Aug 2024 16:01:05.513      41.039747663    
30 Aug 2024 03:28:29.242    30 Aug 2024 03:29:10.219      40.977534978    
31 Aug 2024 03:18:09.596    31 Aug 2024 03:19:28.701      79.104765749    
31 Aug 2024 16:24:52.294    31 Aug 2024 16:25:55.833      63.539087819    
01 Sep 2024 03:08:14.196    01 Sep 2024 03:09:22.828      68.632247241    
01 Sep 2024 16:14:39.413    01 Sep 2024 16:16:08.938      89.524484240    
02 Sep 2024 16:04:44.812    02 Sep 2024 16:06:00.471      75.659251283    
09 Sep 2024 03:21:52.118    09 Sep 2024 03:23:06.228      74.110418593    
09 Sep 2024 16:28:47.984    09 Sep 2024 16:29:26.642      38.658558670    
10 Sep 2024 03:11:40.790    10 Sep 2024 03:12:59.932      79.142363300    
10 Sep 2024 16:18:15.511    10 Sep 2024 16:19:44.594      89.082479873    
11 Sep 2024 03:01:57.402    11 Sep 2024 03:02:25.589      28.186691122    
11 Sep 2024 16:08:06.485    11 Sep 2024 16:09:35.640      89.155103511    
12 Sep 2024 15:58:22.394    12 Sep 2024 15:58:58.269      35.875254893    
18 Sep 2024 03:24:21.653    18 Sep 2024 03:25:31.018      69.364612573    
19 Sep 2024 03:13:56.527    19 Sep 2024 03:15:21.585      85.057931382    
19 Sep 2024 16:20:39.674    19 Sep 2024 16:22:05.254      85.580488772    
20 Sep 2024 03:03:53.704    20 Sep 2024 03:04:49.632      55.928385851    
20 Sep 2024 16:10:18.004    20 Sep 2024 16:11:52.249      94.245766907    
21 Sep 2024 16:00:15.931    21 Sep 2024 16:01:15.865      59.933222306    
27 Sep 2024 03:25:30.185    27 Sep 2024 03:26:39.023      68.838223291    
28 Sep 2024 03:14:53.247    28 Sep 2024 03:16:22.764      89.516678697    
28 Sep 2024 16:21:41.289    28 Sep 2024 16:23:03.274      81.985011266    
29 Sep 2024 03:04:37.838    29 Sep 2024 03:05:44.553      66.714940011    
29 Sep 2024 16:11:07.910    29 Sep 2024 16:12:42.431      94.520683377    
30 Sep 2024 16:00:53.936    30 Sep 2024 16:01:58.007      64.071490697    
06 Oct 2024 03:25:05.885    06 Oct 2024 03:26:20.301      74.415804748    
07 Oct 2024 03:14:19.276    07 Oct 2024 03:15:52.270      92.994718824    
07 Oct 2024 16:21:05.591    07 Oct 2024 16:22:26.558      80.966847343    
08 Oct 2024 03:03:54.152    08 Oct 2024 03:05:02.001      67.848652555    
08 Oct 2024 16:10:21.577    08 Oct 2024 16:11:52.965      91.387391556    
09 Oct 2024 15:59:59.261    09 Oct 2024 16:00:53.017      53.756019403    
15 Oct 2024 03:22:54.126    15 Oct 2024 03:24:18.237      84.110747196    
16 Oct 2024 03:11:59.657    16 Oct 2024 03:13:33.166      93.508399779    
16 Oct 2024 16:18:35.561    16 Oct 2024 16:19:58.674      83.113905892    
17 Oct 2024 03:01:28.885    17 Oct 2024 03:02:23.308      54.423038266    
17 Oct 2024 16:07:42.744    17 Oct 2024 16:09:06.404      83.659504610    
23 Oct 2024 03:30:07.732    23 Oct 2024 03:30:52.568      44.836094440    
24 Oct 2024 03:18:40.633    24 Oct 2024 03:20:13.295      92.662088550    
24 Oct 2024 16:25:18.734    24 Oct 2024 16:26:10.379      51.645664475    
25 Oct 2024 03:07:40.482    25 Oct 2024 03:09:05.761      85.279584839    
25 Oct 2024 16:13:56.963    25 Oct 2024 16:15:21.499      84.536006721    
26 Oct 2024 16:02:59.532    26 Oct 2024 16:04:02.871      63.338932057    
01 Nov 2024 03:23:40.500    01 Nov 2024 03:24:59.805      79.304943827    
02 Nov 2024 03:12:16.284    02 Nov 2024 03:13:47.894      91.609751293    
02 Nov 2024 16:18:25.548    02 Nov 2024 16:19:41.097      75.549270865    
03 Nov 2024 03:01:18.694    03 Nov 2024 03:02:08.001      49.306650180    
03 Nov 2024 16:07:04.304    03 Nov 2024 16:08:19.163      74.859611434    
09 Nov 2024 03:26:51.014    09 Nov 2024 03:27:52.196      61.182300223    
10 Nov 2024 03:15:04.599    10 Nov 2024 03:16:34.164      89.565100218    
10 Nov 2024 16:21:02.792    10 Nov 2024 16:22:08.636      65.843695239    
11 Nov 2024 03:03:45.253    11 Nov 2024 03:04:47.891      62.638430740    
11 Nov 2024 16:09:21.973    11 Nov 2024 16:10:39.488      77.515456011    
17 Nov 2024 03:28:10.222    17 Nov 2024 03:28:56.832      46.609766234    
18 Nov 2024 03:16:05.226    18 Nov 2024 03:17:30.801      85.574682313    
18 Nov 2024 16:21:50.498    18 Nov 2024 16:22:52.881      62.382504938    
19 Nov 2024 03:04:31.043    19 Nov 2024 03:05:33.095      62.052448327    
19 Nov 2024 16:09:55.020    19 Nov 2024 16:11:13.307      78.286344884    
25 Nov 2024 03:27:40.858    25 Nov 2024 03:28:25.766      44.907157472    
26 Nov 2024 03:15:24.664    26 Nov 2024 03:16:47.053      82.389199943    
26 Nov 2024 16:20:56.940    26 Nov 2024 16:22:04.370      67.429342191    
27 Nov 2024 03:03:41.915    27 Nov 2024 03:04:34.440      52.524657582    
27 Nov 2024 16:08:52.473    27 Nov 2024 16:10:11.166      78.692896315    
03 Dec 2024 03:25:33.669    03 Dec 2024 03:26:29.169      55.499252630    
04 Dec 2024 03:13:13.728    04 Dec 2024 03:14:33.314      79.585660156    
04 Dec 2024 16:18:35.122    04 Dec 2024 16:19:52.358      77.235455706    
05 Dec 2024 03:01:32.838    05 Dec 2024 03:01:58.323      25.485465140    
05 Dec 2024 16:06:26.331    05 Dec 2024 16:07:43.232      76.900870982    
11 Dec 2024 03:22:03.710    11 Dec 2024 03:23:12.662      68.951884413    
11 Dec 2024 16:27:41.163    11 Dec 2024 16:28:11.892      30.729570799    
12 Dec 2024 03:09:44.202    12 Dec 2024 03:10:58.211      74.009765661    
12 Dec 2024 16:14:57.505    12 Dec 2024 16:16:23.873      86.367411492    
13 Dec 2024 16:02:48.625    13 Dec 2024 16:03:56.513      67.888120946    
19 Dec 2024 03:17:23.167    19 Dec 2024 03:18:41.990      78.823710897    
19 Dec 2024 16:22:48.038    19 Dec 2024 16:23:58.497      70.458465081    
20 Dec 2024 03:05:08.162    20 Dec 2024 03:06:06.968      58.806017158    
20 Dec 2024 16:10:13.888    20 Dec 2024 16:11:43.642      89.754041936    
21 Dec 2024 15:58:13.853    21 Dec 2024 15:58:50.169      36.315976200    
26 Dec 2024 03:24:21.840    26 Dec 2024 03:25:25.099      63.258991018    
27 Dec 2024 03:11:40.726    27 Dec 2024 03:13:01.013      80.287079921    
27 Dec 2024 16:17:00.248    27 Dec 2024 16:18:29.649      89.400422224    
28 Dec 2024 16:04:31.555    28 Dec 2024 16:05:52.526      80.970682693    
03 Jan 2025 03:17:34.728    03 Jan 2025 03:18:58.341      83.613349660    
03 Jan 2025 16:23:05.702    03 Jan 2025 16:24:19.150      73.447357665    
04 Jan 2025 03:05:04.424    04 Jan 2025 03:06:09.595      65.171341086    
04 Jan 2025 16:10:16.766    04 Jan 2025 16:11:49.814      93.047720636    
05 Jan 2025 15:58:01.866    05 Jan 2025 15:58:41.852      39.986029908    
10 Jan 2025 03:22:47.181    10 Jan 2025 03:24:03.384      76.202404581    
10 Jan 2025 16:28:33.836    10 Jan 2025 16:29:08.310      34.473772603    
11 Jan 2025 03:09:56.629    11 Jan 2025 03:11:20.649      84.019611916    
11 Jan 2025 16:15:19.441    11 Jan 2025 16:16:51.602      92.161331233    
12 Jan 2025 16:02:40.689    12 Jan 2025 16:03:54.555      73.866046930    
17 Jan 2025 03:27:17.084    17 Jan 2025 03:28:16.354      59.269175667    
18 Jan 2025 03:14:07.316    18 Jan 2025 03:15:38.341      91.025590687    
18 Jan 2025 16:19:35.901    18 Jan 2025 16:20:58.999      83.098675765    
19 Jan 2025 03:01:34.059    19 Jan 2025 03:02:24.564      50.505822664    
19 Jan 2025 16:06:40.200    19 Jan 2025 16:08:05.149      84.949105466    
24 Jan 2025 03:31:05.855    24 Jan 2025 03:31:32.087      26.231678214    
25 Jan 2025 03:17:31.708    25 Jan 2025 03:19:03.459      91.750230943    
25 Jan 2025 16:23:02.686    25 Jan 2025 16:24:11.151      68.464901915    
26 Jan 2025 03:04:40.205    26 Jan 2025 03:05:52.876      72.670983570    
26 Jan 2025 16:09:51.195    26 Jan 2025 16:11:18.451      87.255863158    
01 Feb 2025 03:20:05.495    01 Feb 2025 03:21:34.465      88.970118156    
01 Feb 2025 16:25:36.176    01 Feb 2025 16:26:26.294      50.117793249    
02 Feb 2025 03:06:59.934    02 Feb 2025 03:08:21.994      82.060199452    
02 Feb 2025 16:12:08.512    02 Feb 2025 16:13:34.005      85.492878919    
03 Feb 2025 15:59:20.847    03 Feb 2025 15:59:56.540      35.693020793    
08 Feb 2025 03:21:43.705    08 Feb 2025 03:23:08.563      84.858786792    
08 Feb 2025 16:27:12.030    08 Feb 2025 16:27:42.448      30.418164446    
09 Feb 2025 03:08:26.143    09 Feb 2025 03:09:51.201      85.058087914    
09 Feb 2025 16:13:27.611    09 Feb 2025 16:14:50.103      82.492431253    
10 Feb 2025 16:00:26.828    10 Feb 2025 16:01:08.767      41.939180461    
15 Feb 2025 03:22:21.257    15 Feb 2025 03:23:42.631      81.374442950    
15 Feb 2025 16:27:43.868    15 Feb 2025 16:27:59.784      15.915551875    
16 Feb 2025 03:08:53.567    16 Feb 2025 03:10:17.439      83.872413961    
16 Feb 2025 16:13:44.418    16 Feb 2025 16:15:04.518      80.099559878    
17 Feb 2025 16:00:35.003    17 Feb 2025 16:01:13.681      38.678215072    
22 Feb 2025 03:21:53.157    22 Feb 2025 03:23:13.040      79.883675789    
22 Feb 2025 16:26:59.140    22 Feb 2025 16:27:24.571      25.431477302    
23 Feb 2025 03:08:17.654    23 Feb 2025 03:09:36.799      79.144308320    
23 Feb 2025 16:12:55.550    23 Feb 2025 16:14:14.509      78.958677978    
24 Feb 2025 15:59:44.228    24 Feb 2025 16:00:06.476      22.247856972    
01 Mar 2025 03:20:15.610    01 Mar 2025 03:21:36.067      80.456380639    
01 Mar 2025 16:25:02.221    01 Mar 2025 16:25:47.048      44.826604135    
02 Mar 2025 03:06:35.291    02 Mar 2025 03:07:44.999      69.708334620    
02 Mar 2025 16:10:58.789    02 Mar 2025 16:12:16.923      78.134046122    
08 Mar 2025 03:17:26.088    08 Mar 2025 03:18:47.514      81.425300147    
08 Mar 2025 16:21:55.904    08 Mar 2025 16:22:59.297      63.392328029    
09 Mar 2025 03:03:45.980    09 Mar 2025 03:04:36.080      50.100561208    
09 Mar 2025 16:07:53.072    09 Mar 2025 16:09:07.836      74.763662636    
14 Mar 2025 03:27:48.092    14 Mar 2025 03:28:31.322      43.230396300    
15 Mar 2025 03:13:23.980    15 Mar 2025 03:14:43.285      79.304820928    
15 Mar 2025 16:17:39.869    15 Mar 2025 16:18:57.630      77.760987519    
16 Mar 2025 16:03:39.496    16 Mar 2025 16:04:42.179      62.683488079    
21 Mar 2025 03:22:26.617    21 Mar 2025 03:23:35.431      68.814068323    
21 Mar 2025 16:26:52.462    21 Mar 2025 16:27:31.860      39.397700457    
22 Mar 2025 03:08:10.887    22 Mar 2025 03:09:18.568      67.681186844    
22 Mar 2025 16:12:14.125    22 Mar 2025 16:13:38.505      84.380260482    
28 Mar 2025 03:15:56.825    28 Mar 2025 03:17:15.394      78.568193398    
28 Mar 2025 16:20:07.418    28 Mar 2025 16:21:25.385      77.966507175    
29 Mar 2025 03:02:00.841    29 Mar 2025 03:02:18.702      17.861583363    
29 Mar 2025 16:05:41.056    29 Mar 2025 16:06:57.520      76.463088579    
03 Apr 2025 03:22:57.683    03 Apr 2025 03:24:05.921      68.238430540    
03 Apr 2025 16:27:18.250    03 Apr 2025 16:28:03.833      45.582355920    
04 Apr 2025 03:08:21.148    04 Apr 2025 03:09:29.861      68.713060208    
04 Apr 2025 16:12:20.984    04 Apr 2025 16:13:50.469      89.485000446    
05 Apr 2025 15:58:17.022    05 Apr 2025 15:58:37.328      20.306472410    
09 Apr 2025 03:29:15.889    09 Apr 2025 03:29:49.142      33.252975438    
10 Apr 2025 03:14:06.168    10 Apr 2025 03:15:26.982      80.814125505    
10 Apr 2025 16:18:13.718    10 Apr 2025 16:19:40.686      86.967425840    
11 Apr 2025 16:03:34.162    11 Apr 2025 16:04:46.682      72.519822652    
16 Apr 2025 03:19:03.498    16 Apr 2025 03:20:24.833      81.335147121    
16 Apr 2025 16:23:17.537    16 Apr 2025 16:24:31.463      73.925879574    
17 Apr 2025 03:04:22.240    17 Apr 2025 03:05:16.332      54.091469769    
17 Apr 2025 16:08:15.730    17 Apr 2025 16:09:43.260      87.530075549    
22 Apr 2025 03:23:11.866    22 Apr 2025 03:24:27.268      75.402493472    
22 Apr 2025 16:27:33.354    22 Apr 2025 16:28:23.676      50.321377942    
23 Apr 2025 03:08:08.368    23 Apr 2025 03:09:23.185      74.816895160    
23 Apr 2025 16:12:09.446    23 Apr 2025 16:13:41.164      91.718240571    
28 Apr 2025 03:26:31.209    28 Apr 2025 03:27:36.815      65.606142464    
29 Apr 2025 03:11:09.285    29 Apr 2025 03:12:33.845      84.560250957    
29 Apr 2025 16:15:13.434    29 Apr 2025 16:16:43.874      90.440534893    
30 Apr 2025 16:00:19.944    30 Apr 2025 16:01:07.828      47.884713113    
04 May 2025 03:29:01.087    04 May 2025 03:29:55.149      54.062027915    
05 May 2025 03:13:22.517    05 May 2025 03:14:51.804      89.286283648    
05 May 2025 16:17:26.579    05 May 2025 16:18:53.161      86.582383420    
06 May 2025 16:02:16.993    06 May 2025 16:03:16.490      59.497851692    
10 May 2025 03:30:40.479    10 May 2025 03:31:23.635      43.155867874    
11 May 2025 03:14:47.002    11 May 2025 03:16:18.316      91.314282606    
